Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606185156,137.110.0.70,443,192.168.1.204,62835,17,11014,10845,22,23,1606185156392;1606185156392;1606185156392;1606185156393;1606185156393;1606185156393;1606185156416;1606185156440;1606185156447;1606185156447;1606185156467;1606185156467;1606185156468;1606185156468;1606185156497;1606185156497;1606185156497;1606185156497;1606185156498;1606185156498;1606185156524;1606185156524;1606185156524;1606185156524;1606185156524;1606185156524;1606185156525;1606185156525;1606185156551;1606185156570;1606185156643;1606185156643;1606185156643;1606185156643;1606185156643;1606185156643;1606185156643;1606185156643;1606185156698;1606185156698;1606185156698;1606185156707;1606185156707;1606185156713;1606185156714;,1162;1162;396;138;138;138;171;138;133;133;424;436;1362;204;1346;1346;306;170;266;593;153;141;143;370;1346;849;148;152;149;138;218;177;1366;1366;565;1366;1366;420;138;177;138;138;138;397;138;,1;1;1;2;2;2;2;1;2;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;
1606185156,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185156392;,143;,1;
1606185156,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185156392;,163;,1;
1606185157,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185157409;,143;,1;
1606185157,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185157409;,163;,1;
1606185157,137.110.0.70,443,192.168.1.204,62835,17,0,3132,0,4,1606185157843;1606185157843;1606185157844;1606185157844;,1362;204;1362;204;,2;2;2;2;
1606185158,192.168.1.245,5353,224.0.0.251,5353,17,140,0,1,0,1606185158536;,140;,1;
1606185158,FE80::180B:42ED:197B:75E5,5353,FF02::FB,5353,17,160,0,1,0,1606185158536;,160;,1;
1606185158,137.110.0.70,443,192.168.1.204,62835,17,138,126,1,1,1606185158636;1606185158666;,126;138;,2;1;
1606185159,192.168.1.245,5353,224.0.0.251,5353,17,140,0,1,0,1606185159398;,140;,1;
1606185159,FE80::180B:42ED:197B:75E5,5353,FF02::FB,5353,17,160,0,1,0,1606185159398;,160;,1;
1606185160,137.110.0.70,443,192.168.1.204,62835,17,866,1536,4,6,1606185160413;1606185160706;1606185160767;1606185160767;1606185160768;1606185160845;1606185160845;1606185160905;1606185160942;1606185160942;,269;174;118;174;118;247;590;138;436;138;,2;2;1;1;2;2;2;1;1;2;
1606185160,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185160687;,143;,1;
1606185160,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185160687;,163;,1;
1606185161,137.110.0.70,443,192.168.1.204,62835,17,0,269,0,1,1606185161413;,269;,2;
1606185161,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185161713;,143;,1;
1606185161,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185161713;,163;,1;
1606185161,137.110.0.70,443,192.168.1.204,63271,6,193,230,3,3,1606185161959;1606185161959;1606185161995;1606185161995;1606185161999;1606185161999;,89;89;52;52;89;52;,2;2;1;1;1;2;
1606185162,137.110.0.70,443,192.168.1.204,62835,17,0,269,0,1,1606185162414;,269;,2;
1606185162,192.168.1.245,5353,224.0.0.251,5353,17,98,0,1,0,1606185162443;,98;,1;
1606185162,FE80::180B:42ED:197B:75E5,5353,FF02::FB,5353,17,118,0,1,0,1606185162453;,118;,1;
1606185163,137.110.0.70,443,192.168.1.204,62835,17,0,269,0,1,1606185163415;,269;,2;
1606185164,137.110.0.70,443,192.168.1.204,62835,17,304,308,2,2,1606185164756;1606185164788;1606185164820;1606185164821;,170;138;166;138;,2;1;1;2;
1606185164,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185164848;,143;,1;
1606185164,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185164848;,163;,1;
1606185165,137.110.0.70,443,192.168.1.204,62835,17,138,126,1,1,1606185165724;1606185165750;,126;138;,2;1;
1606185165,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185165856;,143;,1;
1606185165,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185165856;,163;,1;
1606185168,FE80::A608:F5FF:FE6C:3BA6,0,FF02::1,0,58,96,0,1,0,1606185168570;,96;,1;
1606185169,137.110.0.70,443,192.168.1.204,62835,17,248,232,2,2,1606185169085;1606185169085;1606185169444;1606185169500;,110;106;126;138;,1;2;2;1;
1606185169,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185169235;,143;,1;
1606185169,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185169235;,163;,1;
1606185170,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185170312;,143;,1;
1606185170,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185170312;,163;,1;
